,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,y
2639,7,10,28,26,2,7,14,1,3,8,14
2640,10,28,26,2,7,14,1,3,8,14,11
2641,28,26,2,7,14,1,3,8,14,11,3
2642,26,2,7,14,1,3,8,14,11,3,18
2643,2,7,14,1,3,8,14,11,3,18,14
2644,7,14,1,3,8,14,11,3,18,14,13
2645,14,1,3,8,14,11,3,18,14,13,20
2646,1,3,8,14,11,3,18,14,13,20,17
2647,3,8,14,11,3,18,14,13,20,17,27
2648,8,14,11,3,18,14,13,20,17,27,26
2649,14,11,3,18,14,13,20,17,27,26,20
2650,11,3,18,14,13,20,17,27,26,20,7
2651,5,3,4,30,20,1,22,4,12,17,12
2652,3,4,30,20,1,22,4,12,17,12,37
2653,4,30,20,1,22,4,12,17,12,37,41
2654,30,20,1,22,4,12,17,12,37,41,23
2655,20,1,22,4,12,17,12,37,41,23,1
2656,1,22,4,12,17,12,37,41,23,1,24
2657,22,4,12,17,12,37,41,23,1,24,4
2658,4,12,17,12,37,41,23,1,24,4,9
2659,12,17,12,37,41,23,1,24,4,9,17
2660,17,12,37,41,23,1,24,4,9,17,2
2661,42,13,2,3,2,9,21,14,22,25,7
2662,13,2,3,2,9,21,14,22,25,7,7
2663,2,3,2,9,21,14,22,25,7,7,1
2664,3,2,9,21,14,22,25,7,7,1,9
2665,2,9,21,14,22,25,7,7,1,9,5
2666,9,21,14,22,25,7,7,1,9,5,9
2667,21,14,22,25,7,7,1,9,5,9,27
2668,14,22,25,7,7,1,9,5,9,27,27
2669,22,25,7,7,1,9,5,9,27,27,15
2670,25,7,7,1,9,5,9,27,27,15,25
2671,7,7,1,9,5,9,27,27,15,25,19
2672,7,1,9,5,9,27,27,15,25,19,23
2673,1,9,5,9,27,27,15,25,19,23,2
2674,9,5,9,27,27,15,25,19,23,2,12
2675,5,9,27,27,15,25,19,23,2,12,11
2676,9,27,27,15,25,19,23,2,12,11,18
2677,27,27,15,25,19,23,2,12,11,18,38
2678,27,15,25,19,23,2,12,11,18,38,5
2679,15,25,19,23,2,12,11,18,38,5,46
2680,25,19,23,2,12,11,18,38,5,46,10
2681,19,23,2,12,11,18,38,5,46,10,5
2682,23,2,12,11,18,38,5,46,10,5,17
2683,2,12,11,18,38,5,46,10,5,17,11
2684,12,11,18,38,5,46,10,5,17,11,13
2685,11,18,38,5,46,10,5,17,11,13,19
2686,18,38,5,46,10,5,17,11,13,19,24
2687,38,5,46,10,5,17,11,13,19,24,7
2688,5,46,10,5,17,11,13,19,24,7,40
2689,46,10,5,17,11,13,19,24,7,40,20
2690,10,5,17,11,13,19,24,7,40,20,19
2691,5,17,11,13,19,24,7,40,20,19,10
2692,17,11,13,19,24,7,40,20,19,10,12
2693,11,13,19,24,7,40,20,19,10,12,15
2694,13,19,24,7,40,20,19,10,12,15,1
2695,19,24,7,40,20,19,10,12,15,1,7
2696,24,7,40,20,19,10,12,15,1,7,10
2697,7,40,20,19,10,12,15,1,7,10,18
2698,40,20,19,10,12,15,1,7,10,18,36
2699,20,19,10,12,15,1,7,10,18,36,22
2700,19,10,12,15,1,7,10,18,36,22,1
2701,10,12,15,1,7,10,18,36,22,1,24
2702,12,15,1,7,10,18,36,22,1,24,26
2703,7,2,3,4,7,9,5,3,4,2,9
2704,1,4,16,2,10,1,1,4,8,1,5
2705,4,16,2,10,1,1,4,8,1,5,1
2706,16,2,10,1,1,4,8,1,5,1,4
2707,2,10,1,1,4,8,1,5,1,4,1
2708,10,1,1,4,8,1,5,1,4,1,1
2709,1,1,4,8,1,5,1,4,1,1,1
2710,1,4,8,1,5,1,4,1,1,1,1
2711,4,17,2,18,9,19,18,2,12,2,5
2712,17,2,18,9,19,18,2,12,2,5,13
2713,2,18,9,19,18,2,12,2,5,13,2
2714,18,9,19,18,2,12,2,5,13,2,1
2715,9,19,18,2,12,2,5,13,2,1,5
2716,19,18,2,12,2,5,13,2,1,5,1
2717,18,2,12,2,5,13,2,1,5,1,5
2718,7,10,5,4,3,5,5,11,12,6,3
2719,10,5,4,3,5,5,11,12,6,3,2
2720,5,4,3,5,5,11,12,6,3,2,3
2721,4,3,5,5,11,12,6,3,2,3,7
2722,3,5,5,11,12,6,3,2,3,7,1
2723,5,5,11,12,6,3,2,3,7,1,3
2724,5,11,12,6,3,2,3,7,1,3,1
2725,11,12,6,3,2,3,7,1,3,1,2
2726,12,6,3,2,3,7,1,3,1,2,6
2727,6,12,20,7,2,24,16,9,14,11,23
2728,12,20,7,2,24,16,9,14,11,23,20
2729,20,7,2,24,16,9,14,11,23,20,3
2730,7,2,24,16,9,14,11,23,20,3,18
2731,2,24,16,9,14,11,23,20,3,18,1
2732,24,16,9,14,11,23,20,3,18,1,5
2733,16,9,14,11,23,20,3,18,1,5,13
2734,9,14,11,23,20,3,18,1,5,13,4
2735,14,11,23,20,3,18,1,5,13,4,24
2736,11,23,20,3,18,1,5,13,4,24,10
2737,23,20,3,18,1,5,13,4,24,10,7
2738,20,3,18,1,5,13,4,24,10,7,24
2739,3,18,1,5,13,4,24,10,7,24,44
2740,18,1,5,13,4,24,10,7,24,44,10
2741,1,5,13,4,24,10,7,24,44,10,3
2742,5,13,4,24,10,7,24,44,10,3,15
2743,13,4,24,10,7,24,44,10,3,15,10
2744,4,24,10,7,24,44,10,3,15,10,21
2745,24,10,7,24,44,10,3,15,10,21,2
2746,10,7,24,44,10,3,15,10,21,2,31
2747,7,24,44,10,3,15,10,21,2,31,28
2748,24,44,10,3,15,10,21,2,31,28,11
2749,44,10,3,15,10,21,2,31,28,11,20
2750,10,3,15,10,21,2,31,28,11,20,7
2751,3,15,10,21,2,31,28,11,20,7,21
2752,15,10,21,2,31,28,11,20,7,21,27
2753,10,21,2,31,28,11,20,7,21,27,25
2754,21,2,31,28,11,20,7,21,27,25,8
2755,2,31,28,11,20,7,21,27,25,8,30
2756,31,28,11,20,7,21,27,25,8,30,4
2757,28,11,20,7,21,27,25,8,30,4,17
2758,11,20,7,21,27,25,8,30,4,17,7
2759,20,7,21,27,25,8,30,4,17,7,35
2760,7,21,27,25,8,30,4,17,7,35,2
2761,21,27,25,8,30,4,17,7,35,2,10
2762,27,25,8,30,4,17,7,35,2,10,6
2763,25,8,30,4,17,7,35,2,10,6,51
2764,8,30,4,17,7,35,2,10,6,51,15
2765,30,4,17,7,35,2,10,6,51,15,13
2766,4,17,7,35,2,10,6,51,15,13,27
2767,17,7,35,2,10,6,51,15,13,27,12
2768,12,20,3,18,19,3,48,11,24,17,2
2769,20,3,18,19,3,48,11,24,17,2,11
2770,3,18,19,3,48,11,24,17,2,11,26
2771,18,19,3,48,11,24,17,2,11,26,15
2772,19,3,48,11,24,17,2,11,26,15,1
2773,3,48,11,24,17,2,11,26,15,1,15
2774,48,11,24,17,2,11,26,15,1,15,1
2775,11,24,17,2,11,26,15,1,15,1,10
2776,24,17,2,11,26,15,1,15,1,10,6
2777,17,2,11,26,15,1,15,1,10,6,11
2778,2,11,26,15,1,15,1,10,6,11,26
2779,11,26,15,1,15,1,10,6,11,26,24
2780,26,15,1,15,1,10,6,11,26,24,30
2781,15,1,15,1,10,6,11,26,24,30,5
2782,1,15,1,10,6,11,26,24,30,5,14
2783,15,1,10,6,11,26,24,30,5,14,3
2784,1,10,6,11,26,24,30,5,14,3,4
2785,10,6,11,26,24,30,5,14,3,4,12
2786,6,11,26,24,30,5,14,3,4,12,5
2787,11,26,24,30,5,14,3,4,12,5,4
2788,26,24,30,5,14,3,4,12,5,4,20
2789,24,30,5,14,3,4,12,5,4,20,1
2790,26,41,42,45,9,26,11,30,11,33,33
2791,41,42,45,9,26,11,30,11,33,33,50
2792,42,45,9,26,11,30,11,33,33,50,8
2793,45,9,26,11,30,11,33,33,50,8,4
2794,9,26,11,30,11,33,33,50,8,4,56
2795,26,11,30,11,33,33,50,8,4,56,7
2796,11,30,11,33,33,50,8,4,56,7,4
2797,30,11,33,33,50,8,4,56,7,4,16
2798,11,33,33,50,8,4,56,7,4,16,5
2799,33,33,50,8,4,56,7,4,16,5,15
2800,33,50,8,4,56,7,4,16,5,15,46
2801,50,8,4,56,7,4,16,5,15,46,10
2802,8,4,56,7,4,16,5,15,46,10,54
2803,4,56,7,4,16,5,15,46,10,54,48
2804,56,7,4,16,5,15,46,10,54,48,22
2805,7,4,16,5,15,46,10,54,48,22,55
2806,4,16,5,15,46,10,54,48,22,55,32
2807,16,5,15,46,10,54,48,22,55,32,51
2808,5,15,46,10,54,48,22,55,32,51,40
2809,15,46,10,54,48,22,55,32,51,40,15
2810,46,10,54,48,22,55,32,51,40,15,58
2811,10,54,48,22,55,32,51,40,15,58,2
2812,54,48,22,55,32,51,40,15,58,2,13
2813,48,22,55,32,51,40,15,58,2,13,7
2814,22,55,32,51,40,15,58,2,13,7,18
2815,55,32,51,40,15,58,2,13,7,18,33
2816,32,51,40,15,58,2,13,7,18,33,11
2817,51,40,15,58,2,13,7,18,33,11,33
2818,40,15,58,2,13,7,18,33,11,33,9
2819,15,58,2,13,7,18,33,11,33,9,4
2820,58,2,13,7,18,33,11,33,9,4,23
2821,2,13,7,18,33,11,33,9,4,23,39
2822,13,7,18,33,11,33,9,4,23,39,26
2823,7,18,33,11,33,9,4,23,39,26,9
2824,18,33,11,33,9,4,23,39,26,9,39
2825,33,11,33,9,4,23,39,26,9,39,37
2826,11,33,9,4,23,39,26,9,39,37,10
2827,33,9,4,23,39,26,9,39,37,10,37
2828,9,4,23,39,26,9,39,37,10,37,19
2829,4,23,39,26,9,39,37,10,37,19,39
2830,23,39,26,9,39,37,10,37,19,39,59
2831,39,26,9,39,37,10,37,19,39,59,29
2832,26,9,39,37,10,37,19,39,59,29,18
2833,9,39,37,10,37,19,39,59,29,18,32
2834,39,37,10,37,19,39,59,29,18,32,51
2835,37,10,37,19,39,59,29,18,32,51,26
2836,10,37,19,39,59,29,18,32,51,26,43
2837,37,19,39,59,29,18,32,51,26,43,54
2838,19,39,59,29,18,32,51,26,43,54,18
2839,41,9,10,3,7,13,11,4,18,11,1
2840,9,10,3,7,13,11,4,18,11,1,7
2841,10,3,7,13,11,4,18,11,1,7,18
2842,3,7,13,11,4,18,11,1,7,18,24
2843,7,13,11,4,18,11,1,7,18,24,6
2844,13,11,4,18,11,1,7,18,24,6,4
2845,11,4,18,11,1,7,18,24,6,4,6
2846,4,18,11,1,7,18,24,6,4,6,24
2847,18,11,1,7,18,24,6,4,6,24,11
2848,11,1,7,18,24,6,4,6,24,11,29
2849,1,7,18,24,6,4,6,24,11,29,11
2850,7,18,24,6,4,6,24,11,29,11,21
2851,18,24,6,4,6,24,11,29,11,21,7
2852,1,1,11,2,13,3,4,3,14,5,5
2853,1,11,2,13,3,4,3,14,5,5,6
2854,11,2,13,3,4,3,14,5,5,6,5
2855,2,13,3,4,3,14,5,5,6,5,7
2856,13,3,4,3,14,5,5,6,5,7,2
2857,3,4,3,14,5,5,6,5,7,2,1
2858,4,3,14,5,5,6,5,7,2,1,7
2859,3,14,5,5,6,5,7,2,1,7,2
2860,14,5,5,6,5,7,2,1,7,2,11
2861,5,5,6,5,7,2,1,7,2,11,3
2862,5,6,5,7,2,1,7,2,11,3,4
2863,6,5,7,2,1,7,2,11,3,4,4
2864,5,7,2,1,7,2,11,3,4,4,8
2865,7,2,1,7,2,11,3,4,4,8,1
2866,2,1,7,2,11,3,4,4,8,1,6
2867,1,7,2,11,3,4,4,8,1,6,6
2868,7,2,11,3,4,4,8,1,6,6,13
2869,24,30,53,41,7,41,19,4,6,14,17
2870,30,53,41,7,41,19,4,6,14,17,8
2871,53,41,7,41,19,4,6,14,17,8,16
2872,41,7,41,19,4,6,14,17,8,16,11
2873,7,41,19,4,6,14,17,8,16,11,30
2874,41,19,4,6,14,17,8,16,11,30,10
2875,19,4,6,14,17,8,16,11,30,10,5
2876,4,6,14,17,8,16,11,30,10,5,15
2877,6,14,17,8,16,11,30,10,5,15,5
2878,14,17,8,16,11,30,10,5,15,5,8
2879,17,8,16,11,30,10,5,15,5,8,14
2880,8,16,11,30,10,5,15,5,8,14,39
2881,16,11,30,10,5,15,5,8,14,39,9
2882,11,30,10,5,15,5,8,14,39,9,32
2883,30,10,5,15,5,8,14,39,9,32,28
2884,10,5,15,5,8,14,39,9,32,28,14
2885,5,15,5,8,14,39,9,32,28,14,4
2886,15,5,8,14,39,9,32,28,14,4,15
2887,5,8,14,39,9,32,28,14,4,15,30
2888,8,14,39,9,32,28,14,4,15,30,5
2889,14,39,9,32,28,14,4,15,30,5,40
2890,39,9,32,28,14,4,15,30,5,40,48
2891,9,32,28,14,4,15,30,5,40,48,10
2892,32,28,14,4,15,30,5,40,48,10,24
2893,28,14,4,15,30,5,40,48,10,24,38
2894,14,4,15,30,5,40,48,10,24,38,19
2895,4,15,30,5,40,48,10,24,38,19,50
2896,15,30,5,40,48,10,24,38,19,50,16
2897,30,5,40,48,10,24,38,19,50,16,19
2898,5,40,48,10,24,38,19,50,16,19,43
2899,40,48,10,24,38,19,50,16,19,43,11
2900,48,10,24,38,19,50,16,19,43,11,30
2901,10,24,38,19,50,16,19,43,11,30,7
2902,24,38,19,50,16,19,43,11,30,7,5
2903,38,19,50,16,19,43,11,30,7,5,7
2904,19,50,16,19,43,11,30,7,5,7,24
2905,50,16,19,43,11,30,7,5,7,24,63
2906,16,19,43,11,30,7,5,7,24,63,36
2907,19,43,11,30,7,5,7,24,63,36,6
2908,43,11,30,7,5,7,24,63,36,6,5
2909,11,30,7,5,7,24,63,36,6,5,54
2910,30,7,5,7,24,63,36,6,5,54,7
2911,7,5,7,24,63,36,6,5,54,7,31
2912,5,7,24,63,36,6,5,54,7,31,8
2913,7,24,63,36,6,5,54,7,31,8,32
2914,24,63,36,6,5,54,7,31,8,32,14
2915,63,36,6,5,54,7,31,8,32,14,27
2916,36,6,5,54,7,31,8,32,14,27,24
2917,6,5,54,7,31,8,32,14,27,24,29
2918,5,54,7,31,8,32,14,27,24,29,21
2919,54,7,31,8,32,14,27,24,29,21,31
2920,7,31,8,32,14,27,24,29,21,31,26
2921,31,8,32,14,27,24,29,21,31,26,15
2922,8,32,14,27,24,29,21,31,26,15,14
2923,32,14,27,24,29,21,31,26,15,14,17
2924,14,27,24,29,21,31,26,15,14,17,7
2925,27,24,29,21,31,26,15,14,17,7,43
2926,24,29,21,31,26,15,14,17,7,43,25
2927,29,21,31,26,15,14,17,7,43,25,3
2928,21,31,26,15,14,17,7,43,25,3,9
2929,31,26,15,14,17,7,43,25,3,9,8
2930,26,15,14,17,7,43,25,3,9,8,16
2931,15,14,17,7,43,25,3,9,8,16,34
2932,14,17,7,43,25,3,9,8,16,34,28
2933,17,7,43,25,3,9,8,16,34,28,45
2934,35,22,64,46,40,24,41,39,11,18,20
2935,22,64,46,40,24,41,39,11,18,20,34
2936,64,46,40,24,41,39,11,18,20,34,16
2937,46,40,24,41,39,11,18,20,34,16,7
2938,40,24,41,39,11,18,20,34,16,7,44
2939,24,41,39,11,18,20,34,16,7,44,46
2940,41,39,11,18,20,34,16,7,44,46,43
2941,39,11,18,20,34,16,7,44,46,43,22
2942,11,18,20,34,16,7,44,46,43,22,3
2943,18,20,34,16,7,44,46,43,22,3,15
2944,20,34,16,7,44,46,43,22,3,15,10
2945,34,16,7,44,46,43,22,3,15,10,13
2946,16,7,44,46,43,22,3,15,10,13,41
2947,7,44,46,43,22,3,15,10,13,41,26
2948,44,46,43,22,3,15,10,13,41,26,48
2949,46,43,22,3,15,10,13,41,26,48,29
2950,43,22,3,15,10,13,41,26,48,29,9
2951,22,3,15,10,13,41,26,48,29,9,41
2952,3,15,10,13,41,26,48,29,9,41,16
2953,15,10,13,41,26,48,29,9,41,16,10
2954,10,13,41,26,48,29,9,41,16,10,60
2955,13,41,26,48,29,9,41,16,10,60,30
2956,41,26,48,29,9,41,16,10,60,30,4
2957,26,48,29,9,41,16,10,60,30,4,12
2958,48,29,9,41,16,10,60,30,4,12,7
2959,29,9,41,16,10,60,30,4,12,7,3
2960,9,41,16,10,60,30,4,12,7,3,1
2961,41,16,10,60,30,4,12,7,3,1,11
2962,16,10,60,30,4,12,7,3,1,11,43
2963,10,60,30,4,12,7,3,1,11,43,15
2964,60,30,4,12,7,3,1,11,43,15,54
2965,30,4,12,7,3,1,11,43,15,54,49
2966,4,12,7,3,1,11,43,15,54,49,47
2967,12,7,3,1,11,43,15,54,49,47,52
2968,7,3,1,11,43,15,54,49,47,52,9
2969,3,1,11,43,15,54,49,47,52,9,39
2970,1,11,43,15,54,49,47,52,9,39,3
2971,11,43,15,54,49,47,52,9,39,3,25
2972,43,15,54,49,47,52,9,39,3,25,33
2973,15,54,49,47,52,9,39,3,25,33,53
2974,54,49,47,52,9,39,3,25,33,53,19
2975,49,47,52,9,39,3,25,33,53,19,10
2976,47,52,9,39,3,25,33,53,19,10,47
2977,52,9,39,3,25,33,53,19,10,47,33
2978,9,39,3,25,33,53,19,10,47,33,25
2979,39,3,25,33,53,19,10,47,33,25,24
2980,3,25,33,53,19,10,47,33,25,24,20
2981,25,33,53,19,10,47,33,25,24,20,41
2982,33,53,19,10,47,33,25,24,20,41,8
2983,53,19,10,47,33,25,24,20,41,8,2
2984,19,10,47,33,25,24,20,41,8,2,11
2985,10,47,33,25,24,20,41,8,2,11,32
2986,47,33,25,24,20,41,8,2,11,32,2
2987,33,25,24,20,41,8,2,11,32,2,11
2988,25,24,20,41,8,2,11,32,2,11,13
2989,24,20,41,8,2,11,32,2,11,13,16
2990,20,41,8,2,11,32,2,11,13,16,3
2991,41,8,2,11,32,2,11,13,16,3,13
2992,8,2,11,32,2,11,13,16,3,13,33
2993,2,11,32,2,11,13,16,3,13,33,15
2994,11,32,2,11,13,16,3,13,33,15,42
2995,32,2,11,13,16,3,13,33,15,42,11
2996,2,11,13,16,3,13,33,15,42,11,38
2997,11,13,16,3,13,33,15,42,11,38,31
2998,13,16,3,13,33,15,42,11,38,31,7
2999,16,3,13,33,15,42,11,38,31,7,55
3000,3,13,33,15,42,11,38,31,7,55,11
3001,13,33,15,42,11,38,31,7,55,11,11
3002,33,15,42,11,38,31,7,55,11,11,13
3003,15,42,11,38,31,7,55,11,11,13,44
3004,42,11,38,31,7,55,11,11,13,44,34
3005,11,38,31,7,55,11,11,13,44,34,19
3006,38,31,7,55,11,11,13,44,34,19,7
3007,31,7,55,11,11,13,44,34,19,7,1
3008,7,55,11,11,13,44,34,19,7,1,9
3009,55,11,11,13,44,34,19,7,1,9,3
3010,11,11,13,44,34,19,7,1,9,3,33
3011,11,13,44,34,19,7,1,9,3,33,17
3012,13,44,34,19,7,1,9,3,33,17,28
3013,44,34,19,7,1,9,3,33,17,28,19
3014,34,19,7,1,9,3,33,17,28,19,36
3015,19,7,1,9,3,33,17,28,19,36,22
3016,7,1,9,3,33,17,28,19,36,22,39
3017,1,9,3,33,17,28,19,36,22,39,7
3018,9,3,33,17,28,19,36,22,39,7,9
3019,3,33,17,28,19,36,22,39,7,9,25
3020,33,17,28,19,36,22,39,7,9,25,52
3021,17,28,19,36,22,39,7,9,25,52,20
3022,28,19,36,22,39,7,9,25,52,20,20
3023,19,36,22,39,7,9,25,52,20,20,24
3024,36,22,39,7,9,25,52,20,20,24,41
3025,22,39,7,9,25,52,20,20,24,41,19
3026,39,7,9,25,52,20,20,24,41,19,43
3027,7,9,25,52,20,20,24,41,19,43,56
3028,9,25,52,20,20,24,41,19,43,56,20
3029,25,52,20,20,24,41,19,43,56,20,4
3030,52,20,20,24,41,19,43,56,20,4,4
3031,20,20,24,41,19,43,56,20,4,4,16
3032,20,24,41,19,43,56,20,4,4,16,17
3033,24,41,19,43,56,20,4,4,16,17,25
3034,41,19,43,56,20,4,4,16,17,25,20
3035,19,43,56,20,4,4,16,17,25,20,1
3036,43,56,20,4,4,16,17,25,20,1,23
3037,56,20,4,4,16,17,25,20,1,23,21
3038,20,4,4,16,17,25,20,1,23,21,27
3039,4,4,16,17,25,20,1,23,21,27,38
3040,4,16,17,25,20,1,23,21,27,38,38
3041,16,17,25,20,1,23,21,27,38,38,12
3042,17,25,20,1,23,21,27,38,38,12,32
3043,25,20,1,23,21,27,38,38,12,32,1
3044,20,1,23,21,27,38,38,12,32,1,59
3045,1,23,21,27,38,38,12,32,1,59,37
3046,23,21,27,38,38,12,32,1,59,37,53
3047,21,27,38,38,12,32,1,59,37,53,35
3048,27,38,38,12,32,1,59,37,53,35,8
3049,42,32,15,5,1,3,43,6,14,3,2
3050,32,15,5,1,3,43,6,14,3,2,3
3051,15,5,1,3,43,6,14,3,2,3,1
3052,36,5,17,26,13,13,12,21,18,13,19
3053,5,17,26,13,13,12,21,18,13,19,2
3054,17,26,13,13,12,21,18,13,19,2,6
3055,26,13,13,12,21,18,13,19,2,6,9
3056,13,13,12,21,18,13,19,2,6,9,9
3057,13,12,21,18,13,19,2,6,9,9,47
3058,12,21,18,13,19,2,6,9,9,47,7
3059,21,18,13,19,2,6,9,9,47,7,25
3060,18,13,19,2,6,9,9,47,7,25,22
3061,13,19,2,6,9,9,47,7,25,22,5
3062,19,2,6,9,9,47,7,25,22,5,1
3063,2,6,9,9,47,7,25,22,5,1,13
3064,6,9,9,47,7,25,22,5,1,13,13
3065,9,9,47,7,25,22,5,1,13,13,24
3066,9,47,7,25,22,5,1,13,13,24,13
3067,47,7,25,22,5,1,13,13,24,13,5
3068,7,25,22,5,1,13,13,24,13,5,5
3069,25,22,5,1,13,13,24,13,5,5,5
3070,22,5,1,13,13,24,13,5,5,5,10
3071,5,1,13,13,24,13,5,5,5,10,5
3072,1,13,13,24,13,5,5,5,10,5,16
3073,13,13,24,13,5,5,5,10,5,16,17
3074,13,24,13,5,5,5,10,5,16,17,8
3075,24,13,5,5,5,10,5,16,17,8,24
3076,13,5,5,5,10,5,16,17,8,24,10
3077,5,5,5,10,5,16,17,8,24,10,1
3078,5,5,10,5,16,17,8,24,10,1,7
3079,5,10,5,16,17,8,24,10,1,7,16
3080,10,5,16,17,8,24,10,1,7,16,9
3081,5,16,17,8,24,10,1,7,16,9,22
3082,16,17,8,24,10,1,7,16,9,22,2
3083,17,8,24,10,1,7,16,9,22,2,14
3084,8,24,10,1,7,16,9,22,2,14,31
3085,24,10,1,7,16,9,22,2,14,31,31
3086,10,1,7,16,9,22,2,14,31,31,28
3087,1,7,16,9,22,2,14,31,31,28,9
3088,7,16,9,22,2,14,31,31,28,9,6
3089,16,9,22,2,14,31,31,28,9,6,4
3090,9,22,2,14,31,31,28,9,6,4,7
3091,22,2,14,31,31,28,9,6,4,7,10
3092,2,14,31,31,28,9,6,4,7,10,16
3093,14,31,31,28,9,6,4,7,10,16,7
3094,31,31,28,9,6,4,7,10,16,7,3
3095,31,28,9,6,4,7,10,16,7,3,12
3096,28,9,6,4,7,10,16,7,3,12,18
3097,9,6,4,7,10,16,7,3,12,18,9
3098,6,4,7,10,16,7,3,12,18,9,13
3099,14,8,40,5,14,36,25,26,40,13,8
3100,8,40,5,14,36,25,26,40,13,8,29
3101,40,5,14,36,25,26,40,13,8,29,16
3102,5,14,36,25,26,40,13,8,29,16,32
3103,14,36,25,26,40,13,8,29,16,32,20
3104,36,25,26,40,13,8,29,16,32,20,41
3105,25,26,40,13,8,29,16,32,20,41,27
3106,26,40,13,8,29,16,32,20,41,27,10
3107,40,13,8,29,16,32,20,41,27,10,25
3108,13,8,29,16,32,20,41,27,10,25,27
3109,8,29,16,32,20,41,27,10,25,27,4
3110,29,16,32,20,41,27,10,25,27,4,17
3111,16,32,20,41,27,10,25,27,4,17,1
3112,32,20,41,27,10,25,27,4,17,1,21
3113,20,41,27,10,25,27,4,17,1,21,17
3114,41,27,10,25,27,4,17,1,21,17,12
3115,27,10,25,27,4,17,1,21,17,12,5
3116,10,25,27,4,17,1,21,17,12,5,20
3117,25,27,4,17,1,21,17,12,5,20,10
3118,27,4,17,1,21,17,12,5,20,10,20
3119,4,17,1,21,17,12,5,20,10,20,7
3120,9,38,19,48,32,47,50,17,30,14,11
3121,38,19,48,32,47,50,17,30,14,11,20
3122,19,48,32,47,50,17,30,14,11,20,31
3123,10,9,3,11,14,5,7,8,10,9,28
3124,9,3,11,14,5,7,8,10,9,28,10
3125,3,11,14,5,7,8,10,9,28,10,3
3126,11,14,5,7,8,10,9,28,10,3,4
3127,14,5,7,8,10,9,28,10,3,4,36
3128,5,7,8,10,9,28,10,3,4,36,11
3129,7,8,10,9,28,10,3,4,36,11,20
3130,8,10,9,28,10,3,4,36,11,20,17
3131,10,9,28,10,3,4,36,11,20,17,8
3132,9,28,10,3,4,36,11,20,17,8,20
3133,28,10,3,4,36,11,20,17,8,20,5
3134,10,3,4,36,11,20,17,8,20,5,3
3135,3,4,36,11,20,17,8,20,5,3,3
3136,4,36,11,20,17,8,20,5,3,3,23
3137,36,11,20,17,8,20,5,3,3,23,9
3138,11,20,17,8,20,5,3,3,23,9,4
3139,20,17,8,20,5,3,3,23,9,4,5
3140,17,8,20,5,3,3,23,9,4,5,5
3141,8,20,5,3,3,23,9,4,5,5,6
3142,20,5,3,3,23,9,4,5,5,6,10
3143,6,5,14,1,24,21,28,30,32,5,5
3144,5,14,1,24,21,28,30,32,5,5,4
3145,14,1,24,21,28,30,32,5,5,4,8
3146,1,24,21,28,30,32,5,5,4,8,3
3147,24,21,28,30,32,5,5,4,8,3,4
3148,21,28,30,32,5,5,4,8,3,4,1
3149,28,30,32,5,5,4,8,3,4,1,5
3150,30,32,5,5,4,8,3,4,1,5,3
3151,32,5,5,4,8,3,4,1,5,3,1
3152,5,5,4,8,3,4,1,5,3,1,6
3153,5,4,8,3,4,1,5,3,1,6,10
3154,4,8,3,4,1,5,3,1,6,10,17
3155,8,3,4,1,5,3,1,6,10,17,9
3156,3,4,1,5,3,1,6,10,17,9,2
3157,4,1,5,3,1,6,10,17,9,2,5
3158,1,5,3,1,6,10,17,9,2,5,1
3159,5,3,1,6,10,17,9,2,5,1,19
3160,3,1,6,10,17,9,2,5,1,19,1
3161,1,6,10,17,9,2,5,1,19,1,5
3162,6,10,17,9,2,5,1,19,1,5,9
3163,10,17,9,2,5,1,19,1,5,9,1
3164,17,9,2,5,1,19,1,5,9,1,4
3165,9,2,5,1,19,1,5,9,1,4,2
3166,2,5,1,19,1,5,9,1,4,2,6
3167,5,1,19,1,5,9,1,4,2,6,1
3168,1,19,1,5,9,1,4,2,6,1,8
3169,19,1,5,9,1,4,2,6,1,8,5
3170,1,5,9,1,4,2,6,1,8,5,2
3171,5,9,1,4,2,6,1,8,5,2,4
3172,9,1,4,2,6,1,8,5,2,4,1
3173,1,4,2,6,1,8,5,2,4,1,4
3174,4,2,6,1,8,5,2,4,1,4,3
3175,2,6,1,8,5,2,4,1,4,3,9
3176,6,1,8,5,2,4,1,4,3,9,5
3177,1,8,5,2,4,1,4,3,9,5,14
3178,8,5,2,4,1,4,3,9,5,14,9
3179,5,2,4,1,4,3,9,5,14,9,14
3180,2,4,1,4,3,9,5,14,9,14,2
3181,4,1,4,3,9,5,14,9,14,2,9
3182,1,4,3,9,5,14,9,14,2,9,4
3183,4,3,9,5,14,9,14,2,9,4,2
3184,3,9,5,14,9,14,2,9,4,2,8
3185,9,5,14,9,14,2,9,4,2,8,11
3186,5,14,9,14,2,9,4,2,8,11,2
3187,14,9,14,2,9,4,2,8,11,2,3
3188,10,28,9,7,8,12,34,9,21,7,6
3189,28,9,7,8,12,34,9,21,7,6,1
3190,9,7,8,12,34,9,21,7,6,1,21
3191,7,8,12,34,9,21,7,6,1,21,2
3192,8,12,34,9,21,7,6,1,21,2,18
3193,12,34,9,21,7,6,1,21,2,18,1
3194,34,9,21,7,6,1,21,2,18,1,10
3195,9,21,7,6,1,21,2,18,1,10,1
3196,21,7,6,1,21,2,18,1,10,1,6
