,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,y
1646,52,27,19,23,24,23,9,4,15,8,8
1647,27,19,23,24,23,9,4,15,8,8,29
1648,19,23,24,23,9,4,15,8,8,29,33
1649,23,24,23,9,4,15,8,8,29,33,46
1650,24,23,9,4,15,8,8,29,33,46,38
1651,23,9,4,15,8,8,29,33,46,38,67
1652,9,4,15,8,8,29,33,46,38,67,40
1653,4,15,8,8,29,33,46,38,67,40,69
1654,15,8,8,29,33,46,38,67,40,69,2
1655,8,8,29,33,46,38,67,40,69,2,19
1656,8,29,33,46,38,67,40,69,2,19,6
1657,29,33,46,38,67,40,69,2,19,6,24
1658,33,46,38,67,40,69,2,19,6,24,3
1659,46,38,67,40,69,2,19,6,24,3,5
1660,38,67,40,69,2,19,6,24,3,5,7
1661,67,40,69,2,19,6,24,3,5,7,16
1662,40,69,2,19,6,24,3,5,7,16,60
1663,69,2,19,6,24,3,5,7,16,60,56
1664,2,19,6,24,3,5,7,16,60,56,3
1665,19,6,24,3,5,7,16,60,56,3,24
1666,6,24,3,5,7,16,60,56,3,24,70
1667,24,3,5,7,16,60,56,3,24,70,50
1668,3,5,7,16,60,56,3,24,70,50,25
1669,5,7,16,60,56,3,24,70,50,25,6
1670,7,16,60,56,3,24,70,50,25,6,10
1671,16,60,56,3,24,70,50,25,6,10,0
1672,60,56,3,24,70,50,25,6,10,0,2
1673,56,3,24,70,50,25,6,10,0,2,26
1674,6,14,0,5,1,3,0,7,4,0,4
1675,14,0,5,1,3,0,7,4,0,4,7
1676,0,5,1,3,0,7,4,0,4,7,5
1677,5,1,3,0,7,4,0,4,7,5,0
1678,1,3,0,7,4,0,4,7,5,0,10
1679,3,0,7,4,0,4,7,5,0,10,0
1680,0,7,4,0,4,7,5,0,10,0,2
1681,7,4,0,4,7,5,0,10,0,2,1
1682,4,0,4,7,5,0,10,0,2,1,12
1683,0,4,7,5,0,10,0,2,1,12,0
1684,4,7,5,0,10,0,2,1,12,0,10
1685,7,5,0,10,0,2,1,12,0,10,0
1686,5,0,10,0,2,1,12,0,10,0,16
1687,0,10,0,2,1,12,0,10,0,16,2
1688,10,0,2,1,12,0,10,0,16,2,1
1689,0,2,1,12,0,10,0,16,2,1,10
1690,2,1,12,0,10,0,16,2,1,10,16
1691,34,36,32,62,0,29,1,45,9,20,3
1692,36,32,62,0,29,1,45,9,20,3,58
1693,32,62,0,29,1,45,9,20,3,58,0
1694,62,0,29,1,45,9,20,3,58,0,34
1695,0,29,1,45,9,20,3,58,0,34,3
1696,29,1,45,9,20,3,58,0,34,3,0
1697,1,45,9,20,3,58,0,34,3,0,46
1698,45,9,20,3,58,0,34,3,0,46,17
1699,9,20,3,58,0,34,3,0,46,17,6
1700,20,3,58,0,34,3,0,46,17,6,0
1701,3,58,0,34,3,0,46,17,6,0,3
1702,58,0,34,3,0,46,17,6,0,3,48
1703,0,34,3,0,46,17,6,0,3,48,16
1704,34,3,0,46,17,6,0,3,48,16,19
1705,3,0,46,17,6,0,3,48,16,19,5
1706,0,46,17,6,0,3,48,16,19,5,2
1707,46,17,6,0,3,48,16,19,5,2,5
1708,17,6,0,3,48,16,19,5,2,5,2
1709,6,0,3,48,16,19,5,2,5,2,12
1710,0,3,48,16,19,5,2,5,2,12,8
1711,3,48,16,19,5,2,5,2,12,8,32
1712,48,16,19,5,2,5,2,12,8,32,0
1713,16,19,5,2,5,2,12,8,32,0,35
1714,19,5,2,5,2,12,8,32,0,35,64
1715,5,2,5,2,12,8,32,0,35,64,62
1716,2,5,2,12,8,32,0,35,64,62,19
1717,5,2,12,8,32,0,35,64,62,19,38
1718,2,12,8,32,0,35,64,62,19,38,5
1719,12,8,32,0,35,64,62,19,38,5,11
1720,8,32,0,35,64,62,19,38,5,11,44
1721,32,0,35,64,62,19,38,5,11,44,12
1722,0,35,64,62,19,38,5,11,44,12,36
1723,35,64,62,19,38,5,11,44,12,36,2
1724,64,62,19,38,5,11,44,12,36,2,0
1725,62,19,38,5,11,44,12,36,2,0,5
1726,19,38,5,11,44,12,36,2,0,5,32
1727,38,5,11,44,12,36,2,0,5,32,77
1728,5,11,44,12,36,2,0,5,32,77,21
1729,11,44,12,36,2,0,5,32,77,21,22
1730,44,12,36,2,0,5,32,77,21,22,0
1731,12,36,2,0,5,32,77,21,22,0,8
1732,36,2,0,5,32,77,21,22,0,8,24
1733,2,0,5,32,77,21,22,0,8,24,2
1734,0,5,32,77,21,22,0,8,24,2,53
1735,5,32,77,21,22,0,8,24,2,53,9
1736,32,77,21,22,0,8,24,2,53,9,33
1737,77,21,22,0,8,24,2,53,9,33,44
1738,21,22,0,8,24,2,53,9,33,44,25
1739,32,53,114,61,12,39,80,36,55,12,23
1740,53,114,61,12,39,80,36,55,12,23,45
1741,114,61,12,39,80,36,55,12,23,45,48
1742,61,12,39,80,36,55,12,23,45,48,41
1743,12,39,80,36,55,12,23,45,48,41,28
1744,39,80,36,55,12,23,45,48,41,28,1
1745,80,36,55,12,23,45,48,41,28,1,61
1746,36,55,12,23,45,48,41,28,1,61,0
1747,55,12,23,45,48,41,28,1,61,0,0
1748,12,23,45,48,41,28,1,61,0,0,23
1749,23,45,48,41,28,1,61,0,0,23,6
1750,45,48,41,28,1,61,0,0,23,6,19
1751,48,41,28,1,61,0,0,23,6,19,25
1752,41,28,1,61,0,0,23,6,19,25,97
1753,28,1,61,0,0,23,6,19,25,97,43
1754,1,61,0,0,23,6,19,25,97,43,30
1755,61,0,0,23,6,19,25,97,43,30,5
1756,0,0,23,6,19,25,97,43,30,5,38
1757,0,23,6,19,25,97,43,30,5,38,63
1758,23,6,19,25,97,43,30,5,38,63,8
1759,6,19,25,97,43,30,5,38,63,8,9
1760,19,25,97,43,30,5,38,63,8,9,16
1761,25,97,43,30,5,38,63,8,9,16,16
1762,97,43,30,5,38,63,8,9,16,16,10
1763,43,30,5,38,63,8,9,16,16,10,1
1764,30,5,38,63,8,9,16,16,10,1,12
1765,5,38,63,8,9,16,16,10,1,12,56
1766,38,63,8,9,16,16,10,1,12,56,7
1767,63,8,9,16,16,10,1,12,56,7,66
1768,4,4,9,16,1,1,4,12,3,11,2
1769,4,9,16,1,1,4,12,3,11,2,0
1770,9,16,1,1,4,12,3,11,2,0,13
1771,16,1,1,4,12,3,11,2,0,13,13
1772,1,1,4,12,3,11,2,0,13,13,6
1773,1,4,12,3,11,2,0,13,13,6,1
1774,4,12,3,11,2,0,13,13,6,1,0
1775,12,3,11,2,0,13,13,6,1,0,7
1776,3,11,2,0,13,13,6,1,0,7,0
1777,11,2,0,13,13,6,1,0,7,0,14
1778,2,0,13,13,6,1,0,7,0,14,10
1779,0,13,13,6,1,0,7,0,14,10,1
1780,13,13,6,1,0,7,0,14,10,1,8
1781,13,6,1,0,7,0,14,10,1,8,4
1782,6,1,0,7,0,14,10,1,8,4,1
1783,1,0,7,0,14,10,1,8,4,1,11
1784,0,7,0,14,10,1,8,4,1,11,1
1785,7,0,14,10,1,8,4,1,11,1,10
1786,4,12,17,28,0,1,6,18,49,10,9
1787,12,17,28,0,1,6,18,49,10,9,12
1788,17,28,0,1,6,18,49,10,9,12,8
1789,28,0,1,6,18,49,10,9,12,8,9
1790,0,1,6,18,49,10,9,12,8,9,18
1791,1,6,18,49,10,9,12,8,9,18,10
1792,6,18,49,10,9,12,8,9,18,10,13
1793,18,49,10,9,12,8,9,18,10,13,16
1794,49,10,9,12,8,9,18,10,13,16,8
1795,10,9,12,8,9,18,10,13,16,8,0
1796,9,12,8,9,18,10,13,16,8,0,3
1797,12,8,9,18,10,13,16,8,0,3,2
1798,8,9,18,10,13,16,8,0,3,2,11
1799,9,18,10,13,16,8,0,3,2,11,15
1800,18,10,13,16,8,0,3,2,11,15,20
1801,10,13,16,8,0,3,2,11,15,20,0
1802,13,16,8,0,3,2,11,15,20,0,5
1803,16,8,0,3,2,11,15,20,0,5,4
1804,8,0,3,2,11,15,20,0,5,4,9
1805,0,3,2,11,15,20,0,5,4,9,5
1806,3,2,11,15,20,0,5,4,9,5,8
1807,2,11,15,20,0,5,4,9,5,8,2
1808,11,15,20,0,5,4,9,5,8,2,1
1809,15,20,0,5,4,9,5,8,2,1,64
1810,20,0,5,4,9,5,8,2,1,64,3
1811,0,5,4,9,5,8,2,1,64,3,0
1812,5,4,9,5,8,2,1,64,3,0,19
1813,4,9,5,8,2,1,64,3,0,19,2
1814,9,5,8,2,1,64,3,0,19,2,6
1815,5,8,2,1,64,3,0,19,2,6,6
1816,8,2,1,64,3,0,19,2,6,6,7
1817,2,1,64,3,0,19,2,6,6,7,1
1818,1,64,3,0,19,2,6,6,7,1,1
1819,64,3,0,19,2,6,6,7,1,1,1
1820,3,0,19,2,6,6,7,1,1,1,15
1821,0,19,2,6,6,7,1,1,1,15,6
1822,19,2,6,6,7,1,1,1,15,6,45
1823,2,6,6,7,1,1,1,15,6,45,7
1824,6,6,7,1,1,1,15,6,45,7,33
1825,6,7,1,1,1,15,6,45,7,33,4
1826,7,1,1,1,15,6,45,7,33,4,0
1827,1,1,1,15,6,45,7,33,4,0,14
1828,1,1,15,6,45,7,33,4,0,14,0
1829,1,15,6,45,7,33,4,0,14,0,0
1830,15,6,45,7,33,4,0,14,0,0,10
1831,6,45,7,33,4,0,14,0,0,10,2
1832,45,7,33,4,0,14,0,0,10,2,7
1833,7,33,4,0,14,0,0,10,2,7,2
1834,33,4,0,14,0,0,10,2,7,2,2
1835,4,0,14,0,0,10,2,7,2,2,21
1836,0,14,0,0,10,2,7,2,2,21,1
1837,14,0,0,10,2,7,2,2,21,1,1
1838,0,0,10,2,7,2,2,21,1,1,30
1839,0,10,2,7,2,2,21,1,1,30,16
1840,10,2,7,2,2,21,1,1,30,16,33
1841,2,7,2,2,21,1,1,30,16,33,4
1842,7,2,2,21,1,1,30,16,33,4,0
1843,2,2,21,1,1,30,16,33,4,0,0
1844,2,21,1,1,30,16,33,4,0,0,0
1845,21,1,1,30,16,33,4,0,0,0,20
1846,1,1,30,16,33,4,0,0,0,20,1
1847,1,30,16,33,4,0,0,0,20,1,1
1848,30,16,33,4,0,0,0,20,1,1,1
1849,16,33,4,0,0,0,20,1,1,1,7
1850,33,4,0,0,0,20,1,1,1,7,25
1851,4,0,0,0,20,1,1,1,7,25,24
1852,0,0,0,20,1,1,1,7,25,24,0
1853,0,0,20,1,1,1,7,25,24,0,6
1854,0,20,1,1,1,7,25,24,0,6,1
1855,20,1,1,1,7,25,24,0,6,1,0
1856,1,1,1,7,25,24,0,6,1,0,21
1857,1,1,7,25,24,0,6,1,0,21,14
1858,1,7,25,24,0,6,1,0,21,14,8
1859,7,25,24,0,6,1,0,21,14,8,2
1860,25,24,0,6,1,0,21,14,8,2,1
1861,24,0,6,1,0,21,14,8,2,1,3
1862,0,6,1,0,21,14,8,2,1,3,1
1863,6,1,0,21,14,8,2,1,3,1,1
1864,6,1,11,1,34,3,8,6,5,20,12
1865,1,11,1,34,3,8,6,5,20,12,43
1866,11,1,34,3,8,6,5,20,12,43,21
1867,1,34,3,8,6,5,20,12,43,21,10
1868,50,16,57,5,28,27,11,41,32,5,56
1869,16,57,5,28,27,11,41,32,5,56,81
1870,57,5,28,27,11,41,32,5,56,81,70
1871,5,28,27,11,41,32,5,56,81,70,8
1872,28,27,11,41,32,5,56,81,70,8,50
1873,27,11,41,32,5,56,81,70,8,50,31
1874,11,41,32,5,56,81,70,8,50,31,63
1875,41,32,5,56,81,70,8,50,31,63,32
1876,32,5,56,81,70,8,50,31,63,32,83
1877,5,56,81,70,8,50,31,63,32,83,51
1878,56,81,70,8,50,31,63,32,83,51,89
1879,81,70,8,50,31,63,32,83,51,89,50
1880,70,8,50,31,63,32,83,51,89,50,36
1881,8,50,31,63,32,83,51,89,50,36,3
1882,50,31,63,32,83,51,89,50,36,3,8
1883,31,63,32,83,51,89,50,36,3,8,29
1884,63,32,83,51,89,50,36,3,8,29,17
1885,32,83,51,89,50,36,3,8,29,17,9
1886,83,51,89,50,36,3,8,29,17,9,6
1887,51,89,50,36,3,8,29,17,9,6,54
1888,89,50,36,3,8,29,17,9,6,54,0
1889,50,36,3,8,29,17,9,6,54,0,13
1890,36,3,8,29,17,9,6,54,0,13,1
1891,3,8,29,17,9,6,54,0,13,1,2
1892,8,29,17,9,6,54,0,13,1,2,3
1893,29,17,9,6,54,0,13,1,2,3,47
1894,17,9,6,54,0,13,1,2,3,47,4
1895,9,6,54,0,13,1,2,3,47,4,8
1896,6,54,0,13,1,2,3,47,4,8,21
1897,54,0,13,1,2,3,47,4,8,21,4
1898,0,13,1,2,3,47,4,8,21,4,36
1899,13,1,2,3,47,4,8,21,4,36,14
1900,1,2,3,47,4,8,21,4,36,14,54
1901,2,3,47,4,8,21,4,36,14,54,3
1902,3,47,4,8,21,4,36,14,54,3,2
1903,47,4,8,21,4,36,14,54,3,2,84
1904,4,8,21,4,36,14,54,3,2,84,24
1905,8,21,4,36,14,54,3,2,84,24,47
1906,21,4,36,14,54,3,2,84,24,47,3
1907,4,36,14,54,3,2,84,24,47,3,9
1908,36,14,54,3,2,84,24,47,3,9,57
1909,14,54,3,2,84,24,47,3,9,57,11
1910,54,3,2,84,24,47,3,9,57,11,32
1911,3,2,84,24,47,3,9,57,11,32,3
1912,2,84,24,47,3,9,57,11,32,3,20
1913,84,24,47,3,9,57,11,32,3,20,67
1914,24,47,3,9,57,11,32,3,20,67,20
1915,47,3,9,57,11,32,3,20,67,20,18
1916,3,9,57,11,32,3,20,67,20,18,26
1917,9,57,11,32,3,20,67,20,18,26,14
1918,57,11,32,3,20,67,20,18,26,14,3
1919,11,32,3,20,67,20,18,26,14,3,70
1920,32,3,20,67,20,18,26,14,3,70,51
1921,3,20,67,20,18,26,14,3,70,51,16
1922,20,67,20,18,26,14,3,70,51,16,16
1923,67,20,18,26,14,3,70,51,16,16,7
1924,20,18,26,14,3,70,51,16,16,7,6
1925,18,26,14,3,70,51,16,16,7,6,22
1926,26,14,3,70,51,16,16,7,6,22,26
1927,14,3,70,51,16,16,7,6,22,26,29
1928,3,70,51,16,16,7,6,22,26,29,24
1929,70,51,16,16,7,6,22,26,29,24,40
1930,51,16,16,7,6,22,26,29,24,40,24
1931,16,16,7,6,22,26,29,24,40,24,26
1932,3,11,3,6,12,70,11,31,0,0,38
1933,11,3,6,12,70,11,31,0,0,38,8
1934,3,6,12,70,11,31,0,0,38,8,42
1935,6,12,70,11,31,0,0,38,8,42,25
1936,12,70,11,31,0,0,38,8,42,25,7
1937,70,11,31,0,0,38,8,42,25,7,17
1938,11,31,0,0,38,8,42,25,7,17,18
1939,31,0,0,38,8,42,25,7,17,18,19
1940,0,0,38,8,42,25,7,17,18,19,1
1941,0,38,8,42,25,7,17,18,19,1,4
1942,38,8,42,25,7,17,18,19,1,4,0
1943,73,53,0,29,51,24,54,0,14,48,18
1944,53,0,29,51,24,54,0,14,48,18,13
1945,0,29,51,24,54,0,14,48,18,13,2
1946,3,24,9,9,1,0,1,7,0,18,6
1947,24,9,9,1,0,1,7,0,18,6,3
1948,9,9,1,0,1,7,0,18,6,3,64
1949,3,3,3,1,15,0,7,0,5,1,0
1950,3,3,1,15,0,7,0,5,1,0,0
1951,3,1,15,0,7,0,5,1,0,0,6
1952,7,14,0,13,25,4,0,25,15,2,24
1953,14,0,13,25,4,0,25,15,2,24,0
1954,0,13,25,4,0,25,15,2,24,0,15
1955,13,25,4,0,25,15,2,24,0,15,38
1956,25,4,0,25,15,2,24,0,15,38,35
1957,4,0,25,15,2,24,0,15,38,35,5
1958,0,25,15,2,24,0,15,38,35,5,13
1959,25,15,2,24,0,15,38,35,5,13,2
1960,15,2,24,0,15,38,35,5,13,2,2
1961,2,24,0,15,38,35,5,13,2,2,7
1962,24,0,15,38,35,5,13,2,2,7,63
1963,0,15,38,35,5,13,2,2,7,63,10
1964,15,38,35,5,13,2,2,7,63,10,5
1965,38,35,5,13,2,2,7,63,10,5,14
1966,35,5,13,2,2,7,63,10,5,14,37
1967,5,13,2,2,7,63,10,5,14,37,63
1968,13,2,2,7,63,10,5,14,37,63,0
1969,2,2,7,63,10,5,14,37,63,0,26
1970,2,7,63,10,5,14,37,63,0,26,3
1971,7,63,10,5,14,37,63,0,26,3,37
1972,63,10,5,14,37,63,0,26,3,37,89
1973,10,5,14,37,63,0,26,3,37,89,11
1974,14,0,59,0,19,9,46,63,30,28,37
1975,0,59,0,19,9,46,63,30,28,37,65
1976,59,0,19,9,46,63,30,28,37,65,1
1977,0,19,9,46,63,30,28,37,65,1,55
1978,19,9,46,63,30,28,37,65,1,55,35
1979,9,46,63,30,28,37,65,1,55,35,35
1980,46,63,30,28,37,65,1,55,35,35,5
1981,63,30,28,37,65,1,55,35,35,5,5
1982,30,28,37,65,1,55,35,35,5,5,7
1983,28,37,65,1,55,35,35,5,5,7,51
1984,37,65,1,55,35,35,5,5,7,51,24
1985,65,1,55,35,35,5,5,7,51,24,14
1986,1,55,35,35,5,5,7,51,24,14,6
1987,55,35,35,5,5,7,51,24,14,6,17
1988,35,35,5,5,7,51,24,14,6,17,89
1989,35,5,5,7,51,24,14,6,17,89,29
1990,5,5,7,51,24,14,6,17,89,29,68
1991,5,7,51,24,14,6,17,89,29,68,46
1992,7,51,24,14,6,17,89,29,68,46,15
1993,51,24,14,6,17,89,29,68,46,15,55
1994,24,14,6,17,89,29,68,46,15,55,40
1995,14,6,17,89,29,68,46,15,55,40,0
1996,6,17,89,29,68,46,15,55,40,0,23
1997,17,89,29,68,46,15,55,40,0,23,36
1998,89,29,68,46,15,55,40,0,23,36,7
1999,29,68,46,15,55,40,0,23,36,7,23
2000,68,46,15,55,40,0,23,36,7,23,36
2001,46,15,55,40,0,23,36,7,23,36,2
2002,15,55,40,0,23,36,7,23,36,2,71
2003,55,40,0,23,36,7,23,36,2,71,44
2004,40,0,23,36,7,23,36,2,71,44,15
2005,0,23,36,7,23,36,2,71,44,15,58
2006,23,36,7,23,36,2,71,44,15,58,18
2007,36,7,23,36,2,71,44,15,58,18,30
2008,7,23,36,2,71,44,15,58,18,30,1
2009,23,36,2,71,44,15,58,18,30,1,34
2010,36,2,71,44,15,58,18,30,1,34,11
2011,2,71,44,15,58,18,30,1,34,11,40
2012,71,44,15,58,18,30,1,34,11,40,11
2013,44,15,58,18,30,1,34,11,40,11,48
2014,15,58,18,30,1,34,11,40,11,48,41
2015,58,18,30,1,34,11,40,11,48,41,1
2016,18,30,1,34,11,40,11,48,41,1,45
2017,30,1,34,11,40,11,48,41,1,45,25
2018,1,34,11,40,11,48,41,1,45,25,0
2019,34,11,40,11,48,41,1,45,25,0,11
2020,11,40,11,48,41,1,45,25,0,11,100
2021,40,11,48,41,1,45,25,0,11,100,31
2022,11,48,41,1,45,25,0,11,100,31,38
2023,48,41,1,45,25,0,11,100,31,38,16
2024,41,1,45,25,0,11,100,31,38,16,23
2025,1,45,25,0,11,100,31,38,16,23,34
2026,45,25,0,11,100,31,38,16,23,34,34
2027,25,0,11,100,31,38,16,23,34,34,74
2028,0,11,100,31,38,16,23,34,34,74,24
2029,11,100,31,38,16,23,34,34,74,24,27
2030,100,31,38,16,23,34,34,74,24,27,11
2031,31,38,16,23,34,34,74,24,27,11,23
2032,38,16,23,34,34,74,24,27,11,23,54
2033,16,23,34,34,74,24,27,11,23,54,2
2034,23,34,34,74,24,27,11,23,54,2,14
2035,34,34,74,24,27,11,23,54,2,14,15
2036,34,74,24,27,11,23,54,2,14,15,38
2037,74,24,27,11,23,54,2,14,15,38,9
2038,24,27,11,23,54,2,14,15,38,9,40
2039,27,11,23,54,2,14,15,38,9,40,12
2040,11,23,54,2,14,15,38,9,40,12,2
2041,23,54,2,14,15,38,9,40,12,2,48
2042,54,2,14,15,38,9,40,12,2,48,72
2043,10,5,0,2,16,22,12,10,10,4,6
2044,5,0,2,16,22,12,10,10,4,6,4
2045,0,2,16,22,12,10,10,4,6,4,36
2046,2,16,22,12,10,10,4,6,4,36,37
2047,16,22,12,10,10,4,6,4,36,37,48
2048,22,12,10,10,4,6,4,36,37,48,52
2049,12,10,10,4,6,4,36,37,48,52,0
2050,10,10,4,6,4,36,37,48,52,0,0
2051,10,4,6,4,36,37,48,52,0,0,0
2052,4,6,4,36,37,48,52,0,0,0,8
2053,2,45,7,48,1,4,55,5,41,45,39
2054,45,7,48,1,4,55,5,41,45,39,39
2055,7,48,1,4,55,5,41,45,39,39,15
2056,48,1,4,55,5,41,45,39,39,15,48
2057,1,4,55,5,41,45,39,39,15,48,16
2058,4,55,5,41,45,39,39,15,48,16,31
2059,55,5,41,45,39,39,15,48,16,31,5
2060,5,41,45,39,39,15,48,16,31,5,65
2061,41,45,39,39,15,48,16,31,5,65,31
2062,45,39,39,15,48,16,31,5,65,31,16
2063,39,39,15,48,16,31,5,65,31,16,7
2064,39,15,48,16,31,5,65,31,16,7,1
2065,15,48,16,31,5,65,31,16,7,1,1
2066,48,16,31,5,65,31,16,7,1,1,66
2067,16,31,5,65,31,16,7,1,1,66,19
2068,31,5,65,31,16,7,1,1,66,19,4
2069,5,65,31,16,7,1,1,66,19,4,1
2070,65,31,16,7,1,1,66,19,4,1,51
2071,31,16,7,1,1,66,19,4,1,51,2
2072,16,7,1,1,66,19,4,1,51,2,37
2073,7,1,1,66,19,4,1,51,2,37,36
2074,1,1,66,19,4,1,51,2,37,36,17
2075,1,66,19,4,1,51,2,37,36,17,22
2076,66,19,4,1,51,2,37,36,17,22,17
2077,19,4,1,51,2,37,36,17,22,17,16
2078,4,1,51,2,37,36,17,22,17,16,88
2079,1,51,2,37,36,17,22,17,16,88,9
2080,51,2,37,36,17,22,17,16,88,9,41
2081,2,37,36,17,22,17,16,88,9,41,10
2082,37,36,17,22,17,16,88,9,41,10,44
2083,36,17,22,17,16,88,9,41,10,44,0
2084,17,22,17,16,88,9,41,10,44,0,9
2085,22,17,16,88,9,41,10,44,0,9,2
2086,17,16,88,9,41,10,44,0,9,2,31
2087,16,88,9,41,10,44,0,9,2,31,11
2088,88,9,41,10,44,0,9,2,31,11,4
2089,9,41,10,44,0,9,2,31,11,4,49
2090,41,10,44,0,9,2,31,11,4,49,3
2091,10,44,0,9,2,31,11,4,49,3,49
2092,44,0,9,2,31,11,4,49,3,49,48
2093,0,9,2,31,11,4,49,3,49,48,66
2094,9,2,31,11,4,49,3,49,48,66,50
2095,2,31,11,4,49,3,49,48,66,50,45
2096,31,11,4,49,3,49,48,66,50,45,10
2097,11,4,49,3,49,48,66,50,45,10,15
2098,4,49,3,49,48,66,50,45,10,15,14
2099,49,3,49,48,66,50,45,10,15,14,80
2100,3,49,48,66,50,45,10,15,14,80,24
2101,49,48,66,50,45,10,15,14,80,24,0
2102,48,66,50,45,10,15,14,80,24,0,2
2103,66,50,45,10,15,14,80,24,0,2,24
2104,50,45,10,15,14,80,24,0,2,24,11
2105,45,10,15,14,80,24,0,2,24,11,9
2106,10,15,14,80,24,0,2,24,11,9,13
2107,15,14,80,24,0,2,24,11,9,13,5
2108,14,80,24,0,2,24,11,9,13,5,12
2109,80,24,0,2,24,11,9,13,5,12,25
2110,24,0,2,24,11,9,13,5,12,25,5
2111,0,2,24,11,9,13,5,12,25,5,9
2112,2,24,11,9,13,5,12,25,5,9,54
2113,24,11,9,13,5,12,25,5,9,54,9
2114,11,9,13,5,12,25,5,9,54,9,10
2115,9,13,5,12,25,5,9,54,9,10,45
2116,13,5,12,25,5,9,54,9,10,45,20
2117,5,12,25,5,9,54,9,10,45,20,25
2118,12,25,5,9,54,9,10,45,20,25,70
2119,25,5,9,54,9,10,45,20,25,70,11
2120,5,9,54,9,10,45,20,25,70,11,24
2121,9,54,9,10,45,20,25,70,11,24,49
2122,54,9,10,45,20,25,70,11,24,49,0
2123,9,10,45,20,25,70,11,24,49,0,0
2124,10,45,20,25,70,11,24,49,0,0,9
2125,45,20,25,70,11,24,49,0,0,9,49
2126,20,25,70,11,24,49,0,0,9,49,35
2127,25,70,11,24,49,0,0,9,49,35,0
2128,70,11,24,49,0,0,9,49,35,0,3
2129,11,24,49,0,0,9,49,35,0,3,21
2130,24,49,0,0,9,49,35,0,3,21,38
2131,49,0,0,9,49,35,0,3,21,38,9
2132,0,0,9,49,35,0,3,21,38,9,1
2133,0,9,49,35,0,3,21,38,9,1,34
2134,9,49,35,0,3,21,38,9,1,34,24
2135,49,35,0,3,21,38,9,1,34,24,42
2136,35,0,3,21,38,9,1,34,24,42,10
2137,0,3,21,38,9,1,34,24,42,10,2
2138,18,10,6,3,3,2,6,18,0,15,2
2139,10,6,3,3,2,6,18,0,15,2,1
2140,6,3,3,2,6,18,0,15,2,1,55
2141,3,3,2,6,18,0,15,2,1,55,5
2142,3,2,6,18,0,15,2,1,55,5,50
2143,2,6,18,0,15,2,1,55,5,50,18
2144,6,18,0,15,2,1,55,5,50,18,2
2145,18,0,15,2,1,55,5,50,18,2,39
2146,0,15,2,1,55,5,50,18,2,39,13
2147,15,2,1,55,5,50,18,2,39,13,35
2148,2,1,55,5,50,18,2,39,13,35,18
2149,1,55,5,50,18,2,39,13,35,18,18
2150,55,5,50,18,2,39,13,35,18,18,95
2151,5,50,18,2,39,13,35,18,18,95,20
2152,50,18,2,39,13,35,18,18,95,20,0
2153,18,2,39,13,35,18,18,95,20,0,2
2154,2,39,13,35,18,18,95,20,0,2,39
2155,39,13,35,18,18,95,20,0,2,39,4
2156,13,35,18,18,95,20,0,2,39,4,41
2157,0,16,2,1,0,6,27,6,6,1,2
2158,16,2,1,0,6,27,6,6,1,2,8
2159,2,1,0,6,27,6,6,1,2,8,0
2160,1,0,6,27,6,6,1,2,8,0,2
2161,0,6,27,6,6,1,2,8,0,2,24
2162,6,27,6,6,1,2,8,0,2,24,13
2163,27,6,6,1,2,8,0,2,24,13,1
2164,6,6,1,2,8,0,2,24,13,1,3
2165,6,1,2,8,0,2,24,13,1,3,24
2166,1,2,8,0,2,24,13,1,3,24,1
2167,2,8,0,2,24,13,1,3,24,1,16
2168,8,0,2,24,13,1,3,24,1,16,27
2169,0,2,24,13,1,3,24,1,16,27,13
2170,2,24,25,51,0,40,68,24,0,30,103
2171,24,25,51,0,40,68,24,0,30,103,6
2172,25,51,0,40,68,24,0,30,103,6,8
2173,51,0,40,68,24,0,30,103,6,8,10
2174,0,40,68,24,0,30,103,6,8,10,8
2175,40,68,24,0,30,103,6,8,10,8,20
2176,68,24,0,30,103,6,8,10,8,20,18
2177,24,0,30,103,6,8,10,8,20,18,74
2178,0,30,103,6,8,10,8,20,18,74,39
2179,30,103,6,8,10,8,20,18,74,39,68
2180,103,6,8,10,8,20,18,74,39,68,12
2181,6,8,10,8,20,18,74,39,68,12,0
2182,8,10,8,20,18,74,39,68,12,0,27
2183,10,8,20,18,74,39,68,12,0,27,18
2184,8,20,18,74,39,68,12,0,27,18,23
2185,20,18,74,39,68,12,0,27,18,23,23
2186,18,74,39,68,12,0,27,18,23,23,68
2187,74,39,68,12,0,27,18,23,23,68,12
2188,39,68,12,0,27,18,23,23,68,12,8
2189,68,12,0,27,18,23,23,68,12,8,6
2190,12,0,27,18,23,23,68,12,8,6,44
2191,0,27,18,23,23,68,12,8,6,44,23
2192,27,18,23,23,68,12,8,6,44,23,7
2193,18,23,23,68,12,8,6,44,23,7,51
2194,23,23,68,12,8,6,44,23,7,51,52
2195,23,68,12,8,6,44,23,7,51,52,38
2196,68,12,8,6,44,23,7,51,52,38,42
2197,12,8,6,44,23,7,51,52,38,42,68
2198,8,6,44,23,7,51,52,38,42,68,16
2199,6,44,23,7,51,52,38,42,68,16,38
2200,44,23,7,51,52,38,42,68,16,38,0
2201,23,7,51,52,38,42,68,16,38,0,11
2202,7,51,52,38,42,68,16,38,0,11,47
2203,51,52,38,42,68,16,38,0,11,47,18
